BookID,Title,Author,Rate,Raters,Reviewers,Pages,PublishYear,GenreLink,SeriesLink
514,sliding home,Ray Holan,5.00,1,1,,2005,,
512,"When Johnny Came Sliding Home: The Post-Civil War Baseball Boom, 1865-1870",William J. Ryczek,4.63,8,0,313,1998,/work/shelves/1013962,
510,Sliding Into Home,Dori Hillestad Butler,3.89,93,20,224,2003,/work/shelves/4773,
516,Programming Ruby: The Pragmatic Programmer's Guide,"Dave Thomas, Andrew Hunt",4.04,1953,70,564,2000,/work/shelves/345,
517,Best of Ruby Quiz Volume One,James Edward Gray II,3.40,25,0,298,2006,/work/shelves/4779,
511,Boys of Summer,"Julie Elizabeth Leto, Leslie Kelly, Kimberly Raye",3.77,511,18,249,2006,/work/shelves/4774,
518,From Java to Ruby,Bruce A. Tate,3.14,29,3,160,2006,/work/shelves/4780,
521,"No Fluff, Just Stuff Anthology",Neal Ford,3.38,26,1,256,2006,/work/shelves/4783,
519,Rails Recipes,Chad Fowler,3.57,314,8,332,2006,/work/shelves/4781,
515,Programming Ruby: The Pragmatic Programmers' Guide,"Dave Thomas, Chad Fowler, Andy Hunt",4.04,1953,70,828,2000,/work/shelves/345,
520,Learn to Program,Chris  Pine,4.13,538,55,149,2006,/work/shelves/4782,
522,English-Cayuga/Cayuga-English Dictionary,"Frances Froman, Lottie Keye, Alfred J. Keye",0.00,0,1,750,2002,,
523,Golding's Lord of the Flies (Cliffs Notes),"Maureen Kelly, CliffsNotes, William Golding",3.93,107,11,112,1976,/work/shelves/4785,
529,Lord of the Flies Activity Pack,James      Scott,5.00,1,0,144,2001,,
527,Cliffs Notes on Golding's Lord of the Flies,"Maureen Kelly, James Lamar Roberts, Gary Carey, Denis M. Calandra",3.93,107,11,70,1976,/work/shelves/4785,
528,Lord of the Flies (SparkNotes Literature Guides),"SparkNotes, William Golding",3.74,47,5,72,2002,/work/shelves/3101470,
524,Lord of the Flies,William Golding,3.69,2285129,38096,6,1954,/work/shelves/2766512,
525,Lord of the Flies,"William Golding, Ben Gibson, E.M. Forster, Edmund L. Epstein",3.69,2285129,38096,315,1954,/work/shelves/2766512,
533,Like No Other,Robert Mercer-Nairne,3.75,4,0,400,2005,,
526,Lord of the Flies,"William Golding, James Robert Baker, Arthur P. Ziegler",3.69,2285129,38096,291,1954,/work/shelves/2766512,
530,Lord of the Flies,"William Golding, Tim Pigott-Smith",3.69,2285129,38096,,1954,/work/shelves/2766512,
535,Brandy Station: A Battle Like None Other,Richard E. Crouch,3.00,1,0,296,2002,,
534,We Were Not Like Other People,"Ephraim Sevela, Antonina W. Bouis",4.13,15,1,216,1989,,
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.12,2100,135,397,2005,/work/shelves/4791,
537,The Lovely Bones,Alice Sebold,3.82,2030370,40680,328,2002,/work/shelves/1145090,
532,Jack: A Life Like No Other,Geoffrey Perret,3.85,217,26,480,2001,/work/shelves/4792,
536,The Lovely Bones,Alice Sebold,3.82,2030359,40680,327,2002,/work/shelves/1145090,
544,Storage Area Networks For Dummies,"Christopher Poelker, Alex Nikitin",3.78,69,5,432,2003,/work/shelves/4800,
545,Storage Network Performance Analysis,"Huseyin Simitci, Simitci",3.94,16,0,432,2003,,
543,USB Mass Storage: Designing and Programming Devices and Embedded Hosts,Jan Axelson,3.67,6,1,287,2006,,
542,How to Invest in Self-Storage,Scott Duffy,4.11,9,0,106,2005,,
546,Complete Home Storge,"Barbara Braasch, Lisa Stockwell Kessler",3.10,10,0,192,2003,,
538,The Lovely Bones,Alice Sebold,3.82,2030370,40680,532,2002,/work/shelves/1145090,
548,Storage Area Network Essentials: A Complete Guide to Understanding and Implementing Sans,"Richard    Barker, Paul Massiglia",4.06,16,2,384,2001,,
549,Perfect Order: 101 Simple Storage Solutions,"Elizabeth Hilliard, Ray Main, Laura Hodgson",3.60,5,0,160,1999,,
551,Simple Handmade Storage: 23 Step-By-Step Weekend Projects,Philip Haxell,3.29,7,1,128,2004,/work/shelves/4807,
547,Taunton's Home Storage Idea Book,"Joanne Kellar Bouknight, Stephanie Ramp, Christine Erikson",3.68,22,3,186,2002,/work/shelves/2350000,Taunton's Idea Books
553,Storage (Chic Simple) (Chic Simple Components),Jennifer Lisle,2.83,6,0,103,1994,,
552,Simple Storage Solutions,"Elizabeth Hilliard, Ray Main, Laura Hodgson",0.00,0,0,160,2002,,
539,Lovely in Her Bones,Sharyn McCrumb,3.81,1557,54,224,1985,/work/shelves/282259,Elizabeth MacPherson
550,Country Living Stylish Storage: Simple Ways to Contain Your Clutter,Paige Gilchrist,3.00,2,0,144,2002,,
554,Simple Handmade Storage,Philip Haxell,3.67,3,0,128,2004,,
556,The Chap Manifesto: Revolutionary Etiquette for the Modern Gentleman,"Gustav Temple, Vic Darkwood",3.91,89,7,144,2001,/work/shelves/4812,
555,"The Modern Gentleman: A Guide to Essential Manners, Savvy and Vice","Phineas Mollod, Jason Tesauro",3.80,386,42,341,2002,/work/shelves/4811,
560,The Compleat Gentleman: The Modern Man's Guide to Chivalry,"Brad Miner, Christopher Lane",3.55,192,21,0,2004,/work/shelves/4813,
561,The Word of a Gentleman: Meditations for Modern Man,Richard C. Halverson,3.00,1,0,208,1983,,
558,The Last Gentleman (Modern Library),Walker Percy,3.87,2252,164,442,1966,/work/shelves/2403417,
562,"The Colored Gentleman, a Product of Modern Civilization",Dennis Imbert,0.00,0,0,86,1973,,
564,Head First HTML with CSS & XHTML,"Elisabeth Robson, Eric Freeman, Kathy Sierra, Rich Gibson",4.16,1337,141,702,2005,/work/shelves/4820,Head First Series
559,The Compleat Gentleman: The Modern Man's Guide to Chivalry (Audiofy Digital Audiobook Chips),"Brad Miner, Christopher Lane",3.55,192,21,0,2004,/work/shelves/4813,
567,CSS Pocket Reference,Eric A. Meyer,3.98,434,15,128,2001,/work/shelves/4823,
563,CSS Mastery: Advanced Web Standards Solutions,"Andy Budd, Cameron Moll, Simon Collison",4.09,1121,46,255,2006,/work/shelves/4819,
557,The Compleat Gentleman: The Modern Man's Guide to Chivalry,Brad Miner,3.55,192,21,256,2004,/work/shelves/4813,
566,Stylin' with CSS: A Designer's Guide,Charles Wyke-Smith,3.74,171,16,288,2005,/work/shelves/4822,
565,The Zen of CSS Design: Visual Enlightenment for the Web,"Dave Shea, Molly E. Holzschlag",3.98,853,28,296,2005,/work/shelves/4821,
569,HTML Utopia,"Rachel Andrew, Daniel Shafer",3.39,49,7,520,2006,/work/shelves/4825,
570,"HTML, XHTML, and CSS (Visual Quickstart Guide)",Elizabeth Castro,3.80,583,43,456,2002,/work/shelves/4826,
574,1000 Cornish Place Names Explained,Julyan Holmes,3.00,1,0,40,1998,,
568,The CSS Anthology,"Rachel Andrew, Simon Willison",3.88,232,20,376,2004,/work/shelves/564649,
571,Eric Meyer on CSS: Mastering the Language of Web Design with Cascading Style Sheets,"Eric A. Meyer, Jeffrey Zeldman",4.14,303,12,352,2002,/work/shelves/4827,
573,1000 Cornish Place Names (Tor Mark Paperbacks),Jolyan Holmes,0.00,0,0,32,1999,,
576,1000 Record Covers,"Michael Ochs, Patrick Javault, Ulrike Wasel",3.87,442,46,575,1996,/work/shelves/1005753,
575,Michelin's Charming Places to Stay in France 2003: 1000 Hotels & Guesthouses for Less Than 80 Euros,Guides Touristiques Michelin,3.17,6,0,584,2003,/work/shelves/6450093,
579,Virgin All-time Top 1000 Albums,Colin Larkin,3.66,29,2,320,1998,/work/shelves/1022165,
578,Paul Huf: record covers,Hornbuckle,0.00,0,0,120,1999,,
764217,"The Cover Art Of Blue Note Records, Vol.2","Graham Marsh, Glyn Callingham",4.61,18,1,,1997,/work/shelves/750296,
572,"1,000 Places to See in the U.S.A.  Canada Before You Die",Patricia Schultz,4.05,2474,98,1183,2007,/work/shelves/866772,
580,Top 1000 Albums of All Time,Colin Larkin,3.80,5,1,384,1994,/work/shelves/4835,
582,1000 Families,Uwe Ommer,4.00,17,2,576,2000,,
581,100 Albums That Changed Music: And 500 Songs You Need to Hear,Sean Egan,3.55,33,6,319,2006,/work/shelves/188184,
585,The Art of Rock (Tiny Folio™ Series): Posters from Presley to Punk,Paul Grushkin,4.49,96,7,348,1984,/work/shelves/4840,
584,Words of Life: A Religious and Inspirational Album Containing Over 1000 Quotat,Charles L. Wallis,5.00,2,1,248,1982,,
588,Roadside Guide to Indian Ruins & Rock Art of the Southwest,"Gordon Sullivan, Cathie Sullivan",4.22,9,0,240,2005,,
587,Ambiguous Images: Gender and Rock Art,Kelley Hays-Gilpin,3.92,13,2,256,2003,/work/shelves/4842,
589,A Field Guide to Rock Art Symbols of the Greater Southwest,Alex Patterson,4.21,58,5,256,1992,/work/shelves/4844,
590,Guide to Rock Art of the Utah Region: Sites with Public Access,Dennis Slifer,4.00,12,1,245,2000,,
591,The Rock Art of Texas Indians,"William W. Newcomb, Forrest Kirkland",4.10,10,0,253,1966,,
586,Art of Modern Rock: The Poster Explosion,"Paul Grushkin, Dennis King, Wayne Coyne, King Grushkin",4.12,1295,25,492,2004,/work/shelves/4841,
594,African Rock Art: Paintings and Engravings on Stone,David Coulson,4.00,8,1,256,2001,,
592,Rock Art Savvy: The Responsible Visitor's Guide to Public Sites of the Southwest,Ronald D. Sanders,3.00,1,0,240,2005,,
593,The Archaeology of Rock-Art,"Christopher Chippindale, Paul S.C. Taçon",4.31,13,0,392,1999,/work/shelves/4848,
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,27593,1230,245,2005,/work/shelves/2226163,
600,"Sex, Drugs and DNA: Science's Taboos Confronted",Michael Stebbins,3.69,134,17,360,2006,/work/shelves/4853,
595,Flash to the Core: An Interactive Sketchbook by Joshua Davis,Joshua Davis,4.10,29,3,352,2002,,
599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,3.73,66994,3523,272,2003,/work/shelves/929649,
598,Killing Yourself To Live,Chuck Klosterman,3.81,27593,1230,,2005,/work/shelves/2226163,
607,Corporate Vices: What's Gone Wrong with Business?,Charles Cohen,2.25,4,0,148,2002,,
605,"Life and Def: Sex, Drugs, Money, + God","Russell Simmons, Nelson George",3.81,397,21,288,2001,/work/shelves/4857,
610,Grand Theft Auto: Vice City Stories Official Strategy Guide,Brady Games,4.50,16,0,240,2006,,
611,The Faking of the Vice-President: A Guide to Becoming a Superfluous Leader,Rich Mintzer,0.00,0,0,96,1992,,
614,Decadent health: A survival guide for elegant people with vice,"Mark David Baer, James Mathers",0.00,0,0,152,1985,,
613,On Moral Character: A Practical Guide to Aristotle's Virtues and Vices,Jody Palmour,5.00,1,1,350,1987,,
601,"Sex, Drugs & Economics: An Unconventional Introduction to Economics","Diane Coyle, Victoria Tietze Larson, Myles Thompson",3.54,121,9,263,2002,/work/shelves/4854,
612,"An ABC of Vice: An Insatiable Women's Guide, Alphabetized","Nicole Hollander, Regina Barreca",4.36,11,3,136,2003,,
604,"Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,3.78,6134,430,310,2003,/work/shelves/1314875,
608,Grand Theft Auto: Vice City Official Strategy Guide (Bradygames Signature Guides),Tim Bogenn,4.09,56,1,176,2002,/work/shelves/4860,
609,Grand Theft Auto: Vice City Official Strategy Guide for PC,Tim Bogenn,4.09,56,1,192,2002,/work/shelves/4860,
616,Vice & Virtue in Everyday Life: Introductory Readings in Ethics,"Christina Hoff Sommers, Fred Sommers",3.75,107,11,594,1985,/work/shelves/4868,
615,The Vice-Busting Diet: A 12-Week Plan to Break Your Worst Food Habits and Change Your Life Forever,"Julia Griggs Havey, David L. Katz",3.29,34,2,240,2006,/work/shelves/4867,
603,"Sex, Drugs, Gambling, and Chocolate: A Workbook for Overcoming Addictions",A. Thomas Horvath,3.90,30,3,240,2003,/work/shelves/4856,
606,The Vice Guide to Sex and Drugs and Rock and Roll,"Suroosh Alvi, Shane Smith, Gavin McInnes",4.06,587,40,362,2002,/work/shelves/4858,
602,"Sex, Drugs, Rock and Roll",Eric Bogosian,3.80,305,12,136,1991,/work/shelves/4855,
617,Vice Cream: Over 70 Sinfully Delicious Dairy-Free Delights,Jeff Rogers,3.82,100,10,112,2004,/work/shelves/4869,
618,Vice DOs & DON'Ts: 10 Years of Vice Magazine's Street Fashion Critiques,"Suroosh Alvi, Shane Smith, Gavin McInnes",4.17,639,67,261,2004,/work/shelves/4870,
621,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,David Bach,3.94,15550,807,272,2003,/work/shelves/806311,
620,Small Vices,Robert B. Parker,4.03,5113,244,384,1997,/work/shelves/67479,Spenser
626,The Automatic Millionaire Home Study Course,David Bach,4.40,10,1,,2004,,
623,The Automatic Millionaire Workbook: A Personalized Plan to Live and Finish Rich. . . Automatically,David Bach,3.74,105,6,200,2005,/work/shelves/4879,
619,Vice,Jane Feather,3.51,560,25,419,1996,/work/shelves/4871,V
625,The Automatic Millionaire: A Powerful One Step Plan To Live And Finish Rich,David Bach,3.94,15550,807,,2003,/work/shelves/806311,
624,The Automatic Millionaire Homeowner,David Bach,3.83,1524,104,,2005,/work/shelves/40227,
627,The Automatic Millionaire Workbook,David Bach,3.74,105,6,240,2005,/work/shelves/4879,
622,The Automatic Millionaire Homeowner: A Powerful Plan to Finish Rich in Real Estate,David Bach,3.83,1524,104,272,2005,/work/shelves/40227,
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,203684,8717,540,1974,/work/shelves/175720,Phaedrus
631,The Essential Guide to Motorcycle Maintenance,Mark Zimmerman,3.96,141,6,256,2003,/work/shelves/4882,
628,The Automatic Millionaire,David Bach,3.94,15550,807,215,2003,/work/shelves/806311,
634,Motorcycle Owner's Manual,Hugo  Wilson,3.77,53,2,112,1997,,
635,Motorcycle Journeys Through the Southwest,"Martin C. Berke, Martin C. Berke",4.50,2,0,432,1994,,
637,How to Restore Your Motorcycle,"Mark Zimmerman, Jeff Hackett",3.61,31,2,224,2000,/work/shelves/4888,
636,How to Paint Your Motorcycle,JoAnn Bortles,4.00,4,0,128,2005,,
638,Motorcycle Journeys Through the Appalachians,Dale Coyner,3.78,23,0,304,1995,,
639,Once Upon a Cool Motorcycle Dude,"Kevin O'Malley, Carol Heyer, Scott Goto",4.08,1841,286,32,2005,/work/shelves/4890,
630,The Mouse and the Motorcycle,Beverly Cleary,3.93,78104,2028,160,1965,/work/shelves/2029611,Ralph S. Mouse
632,The Motorcycle Diaries: Notes on a Latin American Journey,"Ernesto Che Guevara, Cintio Vitier, Aleida Guevara March",3.77,32400,1802,175,1992,/work/shelves/818488,
644,"How to Ride a Motorcycle: A Rider's Guide to Strategy, Safety, and Skill Development","Pat Hahn, Evans Brasfield, Darwin Holmstrom",3.67,12,1,143,2005,/work/shelves/4895,
641,Motorcycle Touring: Everything You Need to Know,Gregory W. Frazier,3.46,24,2,160,2005,/work/shelves/4892,
633,The Complete Idiot's Guide to Motorcycles,"Darwin Holmstrom, Charles Everett",3.70,125,12,448,2001,/work/shelves/4884,
640,"Life is a Road, the Soul is a Motorcycle",Daniel B. Meyer,3.63,19,3,212,2003,,
643,Motorcycle Basics Techbook,John Harold Haynes,3.93,44,2,222,2002,/work/shelves/4894,
646,Motorcycle Journeys Through New England,Marty Berke,3.88,8,0,256,2003,,
645,Motorcycle Camping Made Easy,"Bob Woofter, Bob Woofer",3.62,37,3,127,2002,/work/shelves/4896,
642,Guidebook to Zen and the Art of Motorcycle Maintenance,"Ronald L. DiSanto, Thomas J. Steele",3.73,297,14,408,1990,/work/shelves/4893,
647,No Logo,Naomi Klein,3.87,27842,1010,528,2000,/work/shelves/621375,
649,Logo Design Workbook: A Hands-On Guide to Creating Logos,"Sean Adams, Noreen Morioka, Terry Lee Stone, Jennifer Hopkins",3.89,307,8,240,2004,/work/shelves/4900,
651,Letterhead and Logo Design 9,"Mine Design, Christopher Simmons",4.22,54,2,240,2005,/work/shelves/4902,
650,"LOGO Lounge: 2,000 International Identities by Leading Designers","Catharine M. Fishel, Bill Gardner",3.92,122,3,191,2002,/work/shelves/279397,
652,Los Logos: A Selected LOGO Collection,"Nicholas Bourquin, Robert Klanten, Michael Mischler",3.97,105,2,444,2002,/work/shelves/4903,
648,Dos Logos,"Robert Klanten, Nicolas Bourquin",3.97,116,2,444,2004,/work/shelves/4899,
657,Tolstoy Lied: A Love Story,Rachel Kadish,3.47,642,120,336,2006,/work/shelves/1569873,
656,War and Peace,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude, Vladimir Levstik",4.12,267748,11739,1392,1867,/work/shelves/4912783,
655,The Death of Ivan Ilych and Other Stories,"Leo Tolstoy, James Duff Duff, Aylmer Maude, Hugh McLean",4.11,11772,695,304,1886,/work/shelves/47254548,
653,The Big Book of Logos 3,David E. Carter,4.18,11,0,384,2002,,
659,Walk in the Light & Twenty-Three Tales,Leo Tolstoy,4.13,384,39,351,1999,/work/shelves/1686403,
660,The Poet of Tolstoy Park,Sonny Brewer,3.94,703,137,254,2004,/work/shelves/14719,
658,The Kingdom of God Is Within You,"Leo Tolstoy, Constance Garnett",4.11,3600,323,352,1893,/work/shelves/3137652,
654,Great Short Works of Leo Tolstoy,"Leo Tolstoy, Aylmer Maude, Louise Maude, John Bayley",4.31,2442,84,720,1967,/work/shelves/1492985,
661,Hunters Of Dune,"Brian Herbert, Kevin J. Anderson",3.66,12829,401,528,2006,/work/shelves/4911,Dune
662,Atlas Shrugged,"Ayn Rand, Leonard Peikoff",3.69,356036,17502,1168,1957,/work/shelves/817219,
664,The Fountainhead,Ayn Rand,3.87,299013,12226,752,1943,/work/shelves/3331807,
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,2965,132,224,1961,/work/shelves/3050431,
666,Ayn Rand Answers: The Best of Her Q & A,Robert Mayhew,4.14,621,16,241,2005,/work/shelves/4915,
665,The Virtue of Selfishness: A New Concept of Egoism,"Ayn Rand, Nathaniel Branden",3.51,12644,587,176,1961,/work/shelves/443285,
671,"Philosophy, Who Needs It / Ayn Rand: In",Ayn Rand,3.88,2752,123,276,1982,/work/shelves/717216,The Ayn Rand Library
669,Capitalism: The Unknown Ideal,"Ayn Rand, Nathaniel Branden, Alan Greenspan, Robert Hessen",3.88,3845,186,340,1966,/work/shelves/14095418,
672,Sailing for Dummies,"J.J. Isler, Peter Isler",3.96,308,12,416,1997,/work/shelves/4920,
668,We the Living,"Ayn Rand, Leonard Peikoff",3.92,26219,1374,464,1936,/work/shelves/1711534,
670,Letters of Ayn Rand,"Ayn Rand, Michael S. Berliner, Leonard Peikoff",3.97,474,15,681,1995,/work/shelves/717225,
673,The Complete Sailor: Learning the Art of Sailing,"David Seidman, Kelly Mulford",4.33,302,22,208,1995,/work/shelves/4921,
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,12866,690,172,2001,/work/shelves/752463,
667,Anthem,Ayn Rand,3.63,132054,9229,105,1938,/work/shelves/287946,
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,777,104,335,2006,/work/shelves/4923,
677,Learning to Sail: The Annapolis Sailing School Guide for All Ages,"Diane Goodman, Joan Machenchick",4.07,43,3,112,1994,,
683,Natural Capitalism,"Paul Hawken, L. Hunter Lovins, Amory B. Lovins",3.99,1753,145,416,1999,/work/shelves/4931,
674,Sailing Fundamentals,"Gary Jobson, Marti Betz",3.93,244,13,224,1987,/work/shelves/4922,
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.65,62,7,286,2002,/work/shelves/4926,
682,More Natural Cures Revealed,Kevin Trudeau,3.40,394,53,358,2006,/work/shelves/1237026,
680,The Handbook Of Sailing,Bob Bond,4.06,84,12,352,1980,/work/shelves/4928,
684,Biology: A Guide to the Natural World,David Krogh,3.10,62,3,777,1999,/work/shelves/3799764,
686,The Natural Speaker,Randy Fujishin,3.55,88,14,192,1994,/work/shelves/3601591,
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.10,1831,312,571,2004,/work/shelves/751670,
688,Natural Resource Conservation: Management for a Sustainable Future,"Daniel D. Chiras, Oliver Owen, John Reganold",3.36,33,2,656,1995,/work/shelves/4935,
689,Natural Disasters [with Online Learning Center Access Code],Patrick L. Abbott,3.64,89,4,416,1996,/work/shelves/382324,
687,"Natural Hormone Balance for Women: Look Younger, Feel Stronger, and Live Life with Exuberance","Uzzi Reiss, Martin Zucker, Jesse L. Hanley",4.09,153,15,320,2001,/work/shelves/4934,
693,The Book of Probes,"Marshall McLuhan, David Carson, Eric McLuhan, William Kuhns",4.17,52,5,573,2003,/work/shelves/218037,
690,The End of Print,David Carson,4.06,741,15,160,1995,/work/shelves/406956,
691,"Trek David Carson, Recent Werk","David Carson, Jamie Brisick",4.22,64,3,456,2003,/work/shelves/4938,
692,David Carson 2ndsight,Lewis Blackwell,4.11,83,4,176,1997,/work/shelves/36290,
685,The Natural,"Bernard Malamud, Kevin Baker",3.63,10126,829,231,1952,/work/shelves/1433491,
696,Rockin' Down the Dial: The Detroit Sound of Radio (From Jack the Bellboy to the Big 8),David Carson,4.17,6,0,288,1999,,
697,Ortlos: Architecture of the Net.Works,"Ivan Redi, Distributed Art Publishers, Andrea Redi, Ivan Redi",4.33,3,0,216,2005,,
679,"Sailing Smart: Winning Techniques, Tactics, And Strategies","Buddy Melges, Ted Brennan, Charles Mason",4.09,34,0,208,1987,,
698,Digging to America,Anne Tyler,3.56,20140,2263,277,2006,/work/shelves/3140490,
694,Fotografiks - David Carson,"David Carson, Philip B. Meggs",4.13,39,0,192,1999,/work/shelves/4941,
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,"Gary Colombo, Bonnie Lisle",3.81,335,23,826,1992,/work/shelves/69704,
702,Modern Latin America,"Thomas E. Skidmore, Peter H. Smith",3.61,376,23,528,1984,/work/shelves/4949,
699,"America: A Concise History, Volume 2: Since 1865","James A. Henretta, Lynn Dumenil, David Brody",3.85,99,5,640,1986,/work/shelves/4946,
704,Covenant with Black America,Tavis Smiley,3.76,339,22,254,2006,/work/shelves/4950,
701,"Government in America: People, Politics, and Policy","George C. Edwards III, Martin P. Wattenberg, Robert L. Lineberry",3.31,121,15,373,1983,/work/shelves/1927966,
706,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon   Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan",4.01,90437,1420,228,2004,/work/shelves/1589081,
709,Econometrics,"Jon      Stewart, Len Gill",3.89,9,1,440,1991,,
708,Kierkegaard's Relations to Hegel Reconsidered,"Jon  Stewart, Robert B. Pippin",4.50,12,1,718,1999,/work/shelves/1928627,Modern European Philosophy
695,Crossing into Medicine Country: A Journey in Native American Healing,David    Carson,3.73,74,10,336,2005,/work/shelves/1285708,
703,The Plot Against America,Philip Roth,3.77,50336,4187,391,2004,/work/shelves/911456,
707,Naked Pictures of Famous People,Jon   Stewart,3.59,9141,475,164,1998,/work/shelves/2133262,
712,Benzin: Young Swiss Graphic Design,"Thomas Bruggisser, Michel Fries",4.13,8,1,336,2001,/work/shelves/4957,
711,Swiss Design 2002: Netzwerke / Ra(c)Seaux / Networks,"Ruedi Baur, Lars Müller, Patriza Crivelli, Sabine Dreher",2.00,1,0,226,2003,,
710,"Swiss Graphic Design: The Origins and Growth of an International Style, 1920-1965",Richard Hollis,4.35,86,6,272,2006,/work/shelves/4955,
719,Swiss Federal Design Grants 2006,"Bundesamt fur Kultur, Fur Kultur Bundesamt",0.00,0,0,192,2006,,
718,Swiss Book: Visual Designs of Swiss Hospitality,T. Ishikawa,0.00,0,0,247,1986,,
714,Swiss Design 2003: Desir Design,Swiss Federal Office of Culture,0.00,0,0,200,2004,,
715,The Art of Structural Design: A Swiss Legacy,"David P. Billington, Jameson W. Doig",4.00,1,0,212,2003,,
716,Swiss Graphic Design,"Hendrik Hellige, Michael Mischler",3.75,20,0,224,2000,/work/shelves/4961,
705,Democracy in America,"Alexis de Tocqueville, Bruce Frohnen",4.03,22462,816,703,1835,/work/shelves/90454,Antropos
722,Guitar Case Chord Book in Full Color - Compact Music Guides Series,Music Sales Corporation,4.50,2,0,48,2002,,
713,Swiss Design 2004,"Bundesamt fur Kultur, Renate Menzi, F]r Kultur Bundesamt F]r Kultur",0.00,0,0,216,2004,,
720,Guitar Chord Encyclopedia: 36 Chords in Each Key,Steve Hall,3.73,15,0,312,1993,/work/shelves/4965,
717,Charted Swiss Folk Designs,Elvira Parolini-Ruffini,2.00,1,0,32,1978,,
721,"Incredible Chord Finder: Easy-to-Use Guide to Over 1,100 Guitar Chords","Songbook, Hal Leonard Corporation",3.77,13,1,104,1970,/work/shelves/1375139,
723,Chord Workbook for Guitar Volume One,Bruce Arnold,4.40,5,0,176,1996,,
725,"The Guitar Chord Wheel Book: Over 22,000 Chords!",Hal Leonard Corporation,4.00,8,1,336,1993,/work/shelves/41523649,
726,Red Hot Chili Peppers,Hal Leonard Corporation,4.00,5,0,141,1998,,
727,Jazz Guitar Chord Solos,"Ron Berman, Chris Buzzelli, Bruce Saunders, Rick Stone, Jack Wilkins, Corey Christiansen, Mike Christiansen, Dave Frackenpohl",3.78,9,1,144,2004,,
724,Guitar Chord Bible,Phil Capone,4.22,87,4,256,2006,/work/shelves/4969,
734,Tom Kolb: Chord Progressions For Guitar,Tom Kolb,3.89,28,1,48,2003,,
729,"The Ultimate Guitar Chord Big Book: Over 100,000 Chords!","Don Latarski, Aaron Stang",0.00,0,0,404,1998,,
731,Mel Bay's Guide to Guitar Chord Progression,"Mike Christiansen, Michael Christiansen",0.00,0,0,56,1998,,
730,"Complete Book of Guitar Chords, Scales, and Arpeggios",William Bay,3.94,17,2,294,1992,/work/shelves/4975,
732,Mel Bay's Deluxe Encyclopedia of Guitar Chords,William Bay,4.53,17,2,144,1971,/work/shelves/4977,
733,Jazz Guitar Chord System: Private Lessons Series,Scott Henderson,4.80,5,0,16,1999,,
735,The First Stage Guitar Chord Chart: Learn How to Play the Most Commonly Played Guitar Chords!,Chris Lopez,3.29,21,0,8,2006,,
736,Jazz Guitar Chord Workout,Corey Christiansen,0.00,0,0,23,2004,,
728,Mel Bays Guitar Chords,Mel Bay,4.45,20,2,48,1959,/work/shelves/4973,
738,Rhythm Guitar Chord System,Mel Bay,4.40,5,0,48,1973,,
742,Jazz Guitar Chord Melodies,"Towey Dan, Towey Dan",3.00,1,0,64,1996,,
741,The Compact Rock Guitar Chord Reference,Len Vogler,0.00,0,0,48,1999,,
740,The Beatles Guitar Chord Songbook: A-I (Guitar Chord Songbooks),The Beatles,4.25,8,0,232,2003,,
747,Left Hand Guitar Chord Chart,"William Bay, Mel Bay",4.20,5,0,4,2002,,
743,The Guitar Three-Chord Songbook: Play 50 Rock Hits with Only 3 Easy Chords,"Songbook, Hal Leonard Corporation",3.88,8,0,98,2002,,
737,"Picture Chord Encyclopedia: Photos and Diagrams for 2,600 Guitar Chords!",Hal Leonard Corporation,4.20,35,2,266,1952,/work/shelves/41249546,
751,Guitar Chords for Beginners,"Jim McNamara, Vinny Roberts",0.00,0,0,48,1967,,
748,Jazz Guitar Chord Bible Complete (Jazz Masters),"Warren Nunes, Warren Nunes",3.43,7,0,188,1979,,
744,The Advanced Guitar Case Chord Book: Compact Reference Library,Askold Buk,3.33,3,0,68,1992,,
750,Guitar Chord Songbook: Classic Rock,Hal Leonard Corporation,4.00,4,0,237,1996,,
746,Guitar Chord Guru: The Chord Book - Your Guide for Success!,"Karl Aranjo, Carl Aranjo",4.27,15,1,112,2000,/work/shelves/4991,
749,Children's Songs: Guitar Chord Songbook,Hal Leonard Corporation,4.50,2,0,148,2002,,
752,The Guitar Chord Deck,Ed Lozano,5.00,2,0,45,1999,,
