BookID,Title,Author,Rate,Raters,Reviewers,Pages,PublishYear,GenreLink,Series
108204,"Correspondence with Henry Huttleston Rogers, 1893-1909 (Mark Twain Papers)","Mark Twain, Lewis Gaston Leary",0.00,0,0,804,1969,,
108206,The Routledge Encyclopedia of Mark Twain,"J.R. Lemaster, James D. Wilson",4.00,1,1,888,1993,,
108201,Pudd'nhead Wilson and Other Tales,"Mark Twain, R.D. Gooder",3.79,21188,1265,320,1893,/work/shelves/2630409,
108211,Mark Twain: 10 Books in 1,Mark Twain,4.00,5,1,824,2006,,
108208,Selected Writings of an American Skeptic,"Mark Twain, Victor Doyno, Leslie A. Fiedler",4.25,4,0,465,1983,,
108207,The Cambridge Companion to Mark Twain,Forrest G. Robinson,3.20,5,1,284,1995,,Cambridge Companions to Literature
108210,Four Classic American Novels: The Scarlet Letter / Adventures of Huckleberry Finn / The Red Badge of Courage / Billy Budd,"Willard Thorp, Nathaniel Hawthorne, Mark Twain, Stephen Crane, Herman Melville",3.98,47,7,,1969,/work/shelves/7069799,
108215,The Young Hemingway,Michael S. Reynolds,4.04,230,16,320,1986,/work/shelves/104282,Reynolds' Hemingway
108214,Ernest Hemingway in Key West: A Guide (Famous Footsteps Series),"Marsha Bellavance-Johnson, Lee Bellavance",3.40,5,0,60,2001,,
108209,A Brilliant Streak: The Making of Mark Twain,"Kathryn Lasky, Barry Moser",4.05,20,4,48,1998,/work/shelves/104277,
108218,Men Without Women,Ernest Hemingway,3.64,9832,691,153,1927,/work/shelves/764891,
108213,The Cambridge Companion to Hemingway,Scott Donaldson,4.38,26,1,336,1992,/work/shelves/104280,Cambridge Companions to Literature
108212,The Prince and the Pauper,"Mark Twain, Christopher Paul Curtis",3.86,107443,2178,240,1881,/work/shelves/2071994,
108222,In the Company of the Courtesan,Sarah Dunant,3.77,23987,1339,403,2006,/work/shelves/2050708,
108221,In the Company of the Courtesan by Sarah Dunant Unabridged CD Audiobook,Sarah Dunant,3.77,23986,1338,,2006,/work/shelves/2050708,
108216,Ernest Hemingway's A Farewell to Arms,"Harold Bloom, Bernard L. Bloom",3.82,60,10,164,1985,,Bloom's Notes
108220,Kingdom of Fear: Loathsome Secrets of a Star-Crossed Child in the Final Days of the American Century,Hunter S. Thompson,3.95,8667,322,384,2003,/work/shelves/104287,
108223,In The Company of The Courtesan,Sarah Dunant,3.77,23986,1338,352,2006,/work/shelves/2050708,
108217,"The Breaking Point: Hemingway, Dos Passos, and the Murder of José Robles",Stephen Koch,3.91,110,24,320,2005,/work/shelves/104284,
108219,Hemingway,Kenneth S. Lynn,3.95,331,30,702,1987,/work/shelves/104286,
108225,A Ghost Among Us,"Debora , ElizaBeth Hill",2.00,4,2,244,2003,,
108226,Ghosts Among the Neon,Bruce Isaacson,5.00,3,1,0,2005,,
108227,Ghosts Among Us,"Brad Steiger, Sherry Hansen Steiger",3.50,10,0,0,1990,/work/shelves/104294,
108224,Ghosts Among Us: True Stories of Spirit Encounters,Leslie Rule,3.89,986,80,222,2004,/work/shelves/104291,
108231,The Bible and Homosexual Practice: Texts and Hermeneutics,Robert A.J. Gagnon,4.12,239,41,522,2001,/work/shelves/104297,
108229,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.10,104211,1853,227,1997,/work/shelves/1887699,
108232,Design of Special Hazard & Fire Alarm Systems,Robert Gagnon,3.50,2,0,353,1997,,
108228,Ghosts Among Us,Harry Ludlam,4.21,19,1,172,1994,,
108233,Constructivist Learning Design: Key Questions for Teaching to Standards,"George W. Gagnon Jr., Michelle Collay, Richard A. Schmuck",4.43,7,2,227,2005,,
108235,The Art of Chords: Created for Guitarists by a Guitarist,Stephane Gagnon,0.00,0,0,60,1999,,
108238,Canadian Politics,James Bickerton,3.82,17,1,512,1990,/work/shelves/104304,
108234,Designing for Learning: Six Elements in Constructivist Classrooms,"George W. Gagnon Jr., Michelle Collay",4.29,7,2,192,2000,,
108236,Clarence Gagnon: An Introduction to His Life and Art,Anne Newlands,4.25,8,0,64,2005,/work/shelves/104302,
108237,An Interpretation of Desire: Essays in the Study of Sexuality (Worlds of Desire),John H. Gagnon,4.50,2,0,336,2004,/work/shelves/104303,
108230,We Wish to Inform You That Tomorrow We Will Be Killed With Our Families,Philip Gourevitch,4.22,28760,1678,356,1998,/work/shelves/888905,
108240,Learning Circles: Creating Conditions for Professional Development,"Michelle Collay, Walter Enloe, Diane Dunlap, George W. Gagnon Jr.",3.50,2,0,168,1998,,
108241,How to Be Good,Nick Hornby,3.22,54042,2946,244,2001,/work/shelves/2961919,
108239,Franklin the Detective,Sharon Jennings,3.88,41,6,32,2004,/work/shelves/3021881,Franklin the Turtle
108244,Myth of Ethnic War,V.P. Gagnon Jr.,3.98,50,3,217,2004,/work/shelves/104307,
108248,National Identity and the Conflict at Oka: Native Belonging and Myths of Postcolonial Nationhood in Canada,"Amelia Kalant, Kalant Amelia",0.00,0,0,311,2004,,
108245,The Myth of Ethnic War: Serbia and Croatia in the 1990s,V.P. Gagnon Jr.,3.98,50,3,217,2004,/work/shelves/104307,
108247,Kosovo: How Myths and Truths Started a War,Julie Mertus,3.87,23,4,400,1999,,
108242,High Fidelity,Nick Hornby,3.93,174738,5898,,1995,/work/shelves/2961887,
108246,"The Secret of the Incas: Myth, Astronomy and the War Against Time",William L. Sullivan,3.72,75,11,413,1996,/work/shelves/104309,
108249,Indian Why Stories: Sparks from War Eagle's Lodge Fire (The Authorized Edition),"Frank Bird Linderman, Charles Marion Russell, Celeste River",3.55,65,7,262,1915,/work/shelves/1369510,
108254,"Black Like You: Blackface, Whiteface, Insult, and Imitation in American Popular Culture","John Strausbaugh, Darius James",3.73,83,15,384,2006,/work/shelves/430971,
108255,The Culture of Power in Serbia: Nationalism and the Destruction of Alternatives,Eric Gordy,4.06,17,1,230,1999,,
108250,Of Love and Other Demons,"Gabriel García Márquez, Edith Grossman",3.98,56849,2661,160,1994,/work/shelves/366351,
108251,Del amor y otros demonios,Gabriel García Márquez,3.98,56849,2661,168,1994,/work/shelves/366351,
108257,"Love Thy Neighbor As Thyself: U.S. Catholic Bishops Speak Against Racism, January 1997 June 2000",Committee on African American Catholics,0.00,0,0,175,2001,,
108253,Of Love & Other Demons,Gabriel García Márquez,3.98,56849,2661,,1994,/work/shelves/366351,
108261,America Right or Wrong: An Anatomy of American Nationalism,Anatol Lieven,3.66,104,10,274,2004,/work/shelves/1026756,
108258,Love Thy Neighbor,Pierette Evans,0.00,0,0,128,1987,,
108252,Love & Other Demons of,Gabriel García Márquez,3.98,56849,2661,0,1994,/work/shelves/366351,
108260,Love Thy Neighbor,Chun Ki,5.00,1,0,72,2003,,
108265,"Late Bloomers: Coming of Age in Today's America, the Right Place at the Wrong Time","David Lipsky, Alexander Abrams",3.75,8,2,224,1994,/work/shelves/104325,
55534,Love Thy Neighbor,Debbie Macomber,3.92,95,11,187,1985,/work/shelves/4083741,
108263,Class Struggle: What's Wrong (and Right) with America's Best Public High Schools,Jay Mathews,3.59,17,3,320,1998,/work/shelves/104323,
108264,"U.S. by the Numbers: What's Left, Right & Wrong with America","Pamela R. Lessing, Jack Kemp, Thomas N. Edmonds, David Shenton",4.00,2,0,948,2000,,
108262,Up from Conservatism: Why the Right is Wrong for America,Michael Lind,3.92,66,4,295,1996,/work/shelves/104322,
108266,On Bearing Unbearable States of Mind,Ruth Riesenberg-Malcolm,5.00,1,0,216,1999,,
108268,Rococo,Adriana Trigiani,3.56,6389,512,320,2005,/work/shelves/879105,
108267,This Unbearable Boredom of Being: A Crisis of Meaning in America,Genrich Krasko,3.80,5,1,300,2004,,
108271,Furniture Atlas: From Rococo to Art Deco,"Adriana Boidi Sassone, Elisabetta Cozzi, Taschen, Andrea Disertori",4.00,1,0,816,2000,,
108269,Baroque and Rococo: Art and Culture (Perspectives),Vernon Hyde Minor,4.00,32,3,400,1999,/work/shelves/1746178,
108274,Late Baroque & Rococo Architecture (History of World Architecture),"Christian Norberg-Schulz, Norberg-Schulz",4.67,3,0,219,1975,,
108270,The Rococo Interior: Decoration And Social Spaces In Early Eighteenth Century Paris,Katie Scott,4.13,8,0,342,1996,,
108273,French Baroque and Rococo Fashions Coloring Book,Tom Tierney,4.30,10,0,48,2002,,
108272,Rococo to Revolution: Major Trends in Eighteenth-Century Painting,Michael Levey,3.63,54,5,252,1966,/work/shelves/104332,
108277,Private Faces: The Autobiography,Sian Phillips,3.81,16,1,294,1999,/work/shelves/104337,
108275,Baroque and Rococo (World of Art),Germain Bazin,3.50,82,5,288,1964,/work/shelves/104335,
108278,"The Downtown Girl's Guide to Wine: How to Buy, Serve, and Sip with Style and Sophistication","Megan Buckley, Sheree Bykofsky",3.44,9,2,178,2005,,
108279,"A Girl's Guide to Buying Diamonds: How to Choose, Evaluate, and Buy the Diamond You Want",Randi Molofsky,4.00,3,0,144,2005,,
108282,Really Bad Girls of the Bible: More Lessons from Less-Than-Perfect-Women,Liz Curtis Higgs,4.21,1982,101,272,2000,/work/shelves/104342,Bad Girls of the Bible
108276,Rococo,"Eva Gesine Baur, Ingo F. Walther, Karen Williams",3.89,27,2,96,2007,/work/shelves/104336,Taschen Basic Genre
108280,"Farm Girl Dirt and Other Songs for Jennifer: I Would Give Her the Sun the Moon the Earth and the Sky, but She's Not Impressed With Things You Can Buy",Greg Wilkinson,4.13,8,3,0,1996,/work/shelves/1126429,
108285,The Bad Girl's Guide to Getting What You Want,"Cameron Tuttle, Susannah Bettag",3.70,536,41,192,2000,/work/shelves/104345,
108281,Bad Girls of the Bible Workbook,"Liz Curtis Higgs, Glenna Salsbury",4.15,199,13,144,2002,/work/shelves/41249416,
108284,Really Bad Girls of the Bible Workbook,"Liz Curtis Higgs, Glenna Salsbury",4.11,95,4,144,2000,/work/shelves/41249433,
108289,The Queen of the Big Time,Adriana Trigiani,3.91,10115,770,304,2004,/work/shelves/2311950,
108283,The Good Girl's Guide To Bad Girl Sex,Barbara Keesling,3.47,373,42,,2001,/work/shelves/750950,
108288,The Bad Girl's Guide to the Party Life,"Cameron Tuttle, Susannah Bettag",3.83,172,5,192,2002,/work/shelves/104348,
108287,"Bad Girls, Bad Girls, Whatcha Gonna Do?",Cynthia Voigt,3.46,78,6,442,2000,/work/shelves/104347,Bad Girls
108290,The Whole World Over,"Konstantin Simonov, Thelma Schnee",0.00,0,0,0,1947,,
108295,"Gay New York: Gender, Urban Culture, and the Making of the Gay Male World 1890-1940",George Chauncey,4.22,2765,129,496,1994,/work/shelves/1172180,
108296,Strings Attached,Nick Nolan,3.50,873,88,312,2001,/work/shelves/104356,Tales from Ballena Beach
108298,Sex Tips for Straight Women from a Gay Man,"Dan Anderson, Maggie Berman",3.61,319,37,192,1997,/work/shelves/104358,
108300,The Gay Man's Kama Sutra,"Terry Sanderson, Kat Harding",3.51,57,9,144,2003,/work/shelves/104360,
108294,The Gay Gospel?: How Pro-Gay Advocates Misread the Bible,Joe Dallas,4.10,82,13,272,2007,/work/shelves/104354,
108297,Prealgebra [With CDROM],K. Elayn Martin-Gay,3.62,42,2,755,1992,,
108293,Casting with a Fragile Thread: A Story of Sisters and Africa,Wendy Kann,3.69,489,76,304,2006,/work/shelves/644465,
108299,Intermediate Algebra [With CDROM],K. Elayn Martin-Gay,3.20,64,1,801,1996,,
108302,The Greedy Triangle,"Marilyn Burns, Syd Hoff, Gordon Silveria",4.13,3314,395,40,1994,/work/shelves/104362,
108301,Ultimate Gay Sex,Michael Thomas Ford,4.11,57,5,192,2004,/work/shelves/2340413,
4628631,Beginning Algebra (The Martin-Gay Developmental Algebra Series),K. Elayn Martin-Gay,3.25,28,0,720,1996,,
108305,Triangle: The Fire That Changed America,David von Drehle,3.99,6199,545,340,2003,/work/shelves/873417,
108304,"Gay L. A.: A History of Sexual Outlaws, Power Politics, and Lipstick Lesbians","Lillian Faderman, Stuart Timmons",3.99,197,20,464,2006,/work/shelves/104364,
108310,Triangle of Sins,Nurit Folkes,4.38,158,11,335,2004,/work/shelves/104370,
108311,"You Don't Have to Be Gay: Hope and Freedom for Males Struggling with Homosexuality, or for Those Who Know of Someone Who Is",Jeff Konrad,3.10,20,4,304,1987,,
108306,Gay and Single...Forever?: 10 Things Every Gay Guy Looking for Love (and Not Finding It) Needs to Know,Steven Bereznai,3.73,33,5,272,2006,/work/shelves/104366,
108308,Best Gay Erotica 2007,"Richard Labonté, Timothy J. Lambert",3.91,22,1,248,2006,/work/shelves/104368,
108314,Numerology and the Divine Triangle,Dusty Bunker,4.22,377,25,288,1979,/work/shelves/104374,
108309,Gay Art: A Historic Collection,"Felix Lance Falkon, Thomas Waugh",4.13,8,2,255,1972,/work/shelves/104369,
108315,Twilight,William Gay,3.95,2420,342,224,2006,/work/shelves/104375,
108313,Prealgebra and Introductory Algebra,K. Elayn Martin-Gay,3.06,17,0,1424,2004,,
108307,Triangle,Katharine Weber,3.47,1114,207,242,2006,/work/shelves/1201450,
108312,The Iron Triangle: Inside the Secret World of the Carlyle Group,"Dan Briody, Christopher Byron",3.54,178,18,210,2003,/work/shelves/104372,
108317,Working with Relationship Triangles: The One-Two-Three of Psychotherapy,"Philip J. Guerin Jr., Leo F. Fay, Thomas F. Fogarty, Judith G. Kautto, Judith Gilbert Kautto",3.75,12,1,251,1996,/work/shelves/104377,
108316,Into the Bermuda Triangle: Pursuing the Truth Behind the World's Greatest Mystery,Gian Quasar,3.51,189,19,320,2003,/work/shelves/104376,
108318,Bermuda Triangle,Andrew Donkin,3.86,58,6,48,2000,/work/shelves/104378,
108321,Between Two Rivers,Charles Joseph,1.00,1,0,608,2002,,
108323,The Land Between Two Rivers: A Novel of Ancient Babylon,Jo Ford,4.00,1,0,308,2006,,
108319,"No Woman, No Cry","Rita Marley, Hettie Jones",4.01,1259,114,208,2004,/work/shelves/281431,
108325,Between two rivers: A panoramic view of the Pasadena Peninsula,"Isabel Shipley Cunningham, Marion E. Warren",4.00,2,0,166,1999,,
108322,The Queen of Puerto Rico and Other Stories: And Other Stories,Joe Frank,4.17,42,5,175,1993,/work/shelves/104382,
108320,Between Two Rivers,Nicholas Rinaldi,3.46,244,34,,2004,/work/shelves/1617072,
108326,"Between two rivers: The centennial of Belmont, North Carolina",Ross Yockey,0.00,0,0,208,1996,,
108329,Nothing Has Ever Felt Like This,Mary B. Morrison,4.41,1262,17,336,2005,/work/shelves/104389,Soulmates Dissipate
108327,"Between Two Rivers, Selected Poems 1956-1984",Maurice Kenny,5.00,5,1,168,1987,/work/shelves/104387,
108324,North Platte: City Between Two Rivers,Jim Beckius,3.43,7,0,128,2002,,Images of America: Nebraska
108330,The Hessian,Howard Fast,3.63,179,17,176,1996,/work/shelves/3079209,
108328,"Between Two Rivers: Iowa Year by Year, 1846-1996","Allan Carpenter, Randy Lyon, Carl Provorse",3.00,1,0,377,1997,,
77012,April Morning,Howard Fast,3.48,2383,231,202,1961,/work/shelves/1762524,
108331,Being Red,Howard Fast,3.69,61,11,370,1990,/work/shelves/104391,
108335,The Proud and the Free,Howard Fast,3.74,27,1,352,1950,/work/shelves/104395,
108336,The Legacy,Howard Fast,4.01,677,26,0,1981,/work/shelves/104396,Lavette Family
108338,Lovers and Tyrants,Francine du Plessix Gray,3.60,65,10,320,1967,/work/shelves/1665856,
108333,The Last Frontier,Howard Fast,3.94,101,18,320,1941,/work/shelves/104393,
108334,Citizen Tom Paine,Howard Fast,3.69,363,45,341,1943,/work/shelves/2858442,
108340,Divine Disobedience : Profiles in Catholic Radicalism,Francine du Plessix Gray,4.20,5,2,0,1971,/work/shelves/104400,
108342,Them: A Memoir of Parents,Francine du Plessix Gray,3.84,548,86,529,2005,/work/shelves/1621310,
108337,Simone Weil: A Penguin Life,Francine du Plessix Gray,3.68,184,28,246,2001,/work/shelves/104397,Penguin Lives
108343,Adam and Eve and the City: Selected Nonfiction,Francine du Plessix Gray,3.60,5,0,400,1987,,
108341,World Without End,Francine du Plessix Gray,3.25,16,4,,1981,/work/shelves/855696,
108345,Huldrych Zwingli Et Le Zwinglianisme: Essai De Synthèse Historique Et Théologique Mis À Jour D'après Les Recherches Récentes,J.V. Pollet,0.00,0,0,458,1988,,
108344,Soviet Women: Walking the Tightrope,Francine du Plessix Gray,3.87,79,14,228,1989,/work/shelves/345693,
108348,Kosta Alex,"Florian Rodari, Luc Sante",4.64,11,1,160,1998,,
108339,"Rage and Fire: A Life of Louise Colet, Pioneer Feminist, Literary Star, Flaubert's Muse",Francine du Plessix Gray,4.00,26,6,432,1994,/work/shelves/104399,
108347,Selected Poems of Victor Hugo: A Bilingual Edition,"Victor Hugo, A.M. Blackmore, E.H. Blackmore",4.16,287,20,664,1949,/work/shelves/515834,
108349,Les Contemplations of Victor Hugo: The Ash Wednesday Liturgy,John Frey,0.00,0,0,164,1988,,
108354,Eveline II,"James Jennings, Miranda Reigns",3.75,4,0,202,1989,/work/shelves/43821213,
108355,Eveline,Anonymous,3.33,126,7,368,1970,/work/shelves/104414,
108356,Eveline Mandeville The Horse Thief Rival,Alvin Addison,2.50,2,0,,1837,,
108351,Victor Hugo's Les Miserables,"Lawrence Hadfield Klibbe, Monarch Notes, Victor Hugo",4.41,115,12,0,1984,/work/shelves/104411,
108352,Eveline,James Jennings,3.33,126,7,232,1970,/work/shelves/104414,
108359,Eveline,James Joyce,3.59,1455,114,31,1904,/work/shelves/104419,
108353,The Glorious Revolution,Eveline Cruickshanks,3.67,18,1,132,2000,/work/shelves/104413,British History in Perspective
108361,Thinking Like Your Editor: How to Write Great Serious Nonfiction and Get It Published,"Susan Rabiner, Alfred Fortunato",4.05,404,53,288,2002,/work/shelves/104421,
108360,"Das Tagebuch Der Baronin Eveline Von Massenbach, Hofdame Der Königin Olga Von Württemberg",Eveline Massenbach,0.00,0,0,269,1987,,
108364,Plain English for Lawyers,Richard C. Wydick,3.85,381,20,139,1979,/work/shelves/104424,
108350,"The Hunchback of Notre-Dame, Les Miserables",Victor Hugo,3.99,173415,5051,763,1831,/work/shelves/3043569,
108362,Thinking Like a Writer,"Stephen V. Armstrong, Timothy P. Terrell",4.17,12,0,415,1993,/work/shelves/104422,
108363,Thinking Like a Writer,Lou Willett Stanek,3.71,7,3,108,1994,/work/shelves/104423,
108366,Nonlegal Careers for Lawyers,"Gary A. Munneke, William D. Henslee, Ellen Wayne",2.92,12,1,183,2003,,
108365,"Should You Really Be a Lawyer?: The Guide to Smart Career Choices Before, During & After Law School",Deborah  Schneider,3.67,27,3,239,2004,/work/shelves/104425,
108368,The Trial Lawyer: What It Takes to Win,David Berg,4.15,13,0,307,2003,/work/shelves/104428,
108367,Lawyers' Poker: 52 Lessons That Lawyers Can Learn from Card Players,Steven Lubet,3.59,22,2,275,2006,/work/shelves/104427,
108369,The Lawyer's Career Change Handbook:: More Than 300 Things You Can Do With A Law Degree,Hindi Greenberg,2.68,25,0,320,1998,,
108370,"America's Greatest Places to Work with a Law Degree & How to Make the Most of Any Job, No Matter Where It Is",Kimm Walton,2.85,13,1,1146,1998,/work/shelves/104430,
108372,How to Pay for Your Law Degree 2004-2006,"Gail Ann Schlachter, R. David Weber, Eric Goldmand",0.00,0,0,218,2004,,
108373,How to Pay for Your Law Degree,Gail Ann Schlachter,0.00,0,0,224,2004,,
108374,Beyond L.A. Law: Stories of People Who've Done Fascinating Things with a Law Degree,"Nalp, Janet Smith",0.00,0,0,181,1998,,
108375,What Can I Do With   A Law Degree?,Margaret McAlpine,0.00,0,0,0,2002,,
108371,"What Can You Do with a Law Degree: A Lawyer's Guide to Career Alternatives Inside, Outside & Around the Law",Deborah Arron,3.14,36,2,351,1994,/work/shelves/1996652,
108376,"Bears' Guide to College Degrees by Mail & Internet: 100 Accredited Schools That Offer Bachelor'S, Master'S, Doctorates, and Law Degrees by Distance Learning (College Degrees By Mail and Internet)","John Bear, Mariah Bear",2.75,4,0,208,2003,,
108379,"Zen Mind, Beginner's Mind","Shunryu Suzuki, Trudy Dixon, Richard Baker",4.21,36678,1338,192,1970,/work/shelves/231282,
108377,Going to Law School: Everything You Need to Know to Choose and Pursue a Degree in Law,"Harry Castleman, Christopher Niewoehner",2.78,9,2,224,1997,,
108378,Go Ask Alice: A Full Length Play,"Beatrice Sparks, Frank Shiras",3.44,27,2,101,1976,/work/shelves/104438,
108380,Mind Over Mood: Change How You Feel By Changing the Way You Think,"Dennis Greenberger, Christine A. Padesky, Aaron T. Beck",4.04,3276,179,243,1995,/work/shelves/104440,
108381,Unstrange Minds: Remapping the World of Autism,Roy Richard  Grinker,3.95,728,80,352,2007,/work/shelves/104441,
108385,Dark Gold,Christine Feehan,4.17,24120,672,382,2000,/work/shelves/3019372,Dark
108383,"The Fight for Jerusalem: Radical Islam, The West, and The Future of the Holy City",Dore Gold,3.95,118,13,384,2006,/work/shelves/104443,
108382,A Mind At A Time,Mel Levine,4.06,1103,110,,2002,/work/shelves/1746805,
108391,All Cats Have Asperger Syndrome,Kathy Hoopmann,4.22,2932,313,65,2006,/work/shelves/104451,
108386,Sharpe's Gold,Bernard Cornwell,4.09,9861,225,256,1981,/work/shelves/1519765,Sharpe
108384,Ship Of Gold In The Deep Blue Sea,Gary Kinder,4.27,4562,400,,1998,/work/shelves/3218614,
108396,Cat Heaven,Cynthia Rylant,4.30,759,96,40,1997,/work/shelves/104456,
108395,The Cat Who Went Bananas,Lilian Jackson Braun,3.67,4705,282,292,2004,/work/shelves/1109894,The Cat Who...
108393,The First-Aid Companion for Dogs & Cats,Amy Shojai,4.44,138,9,448,2001,/work/shelves/104453,
108388,For Every Dog an Angel,Christine Davis,4.64,158,18,32,1997,/work/shelves/104448,
108392,The Red Cat Cookbook: 125 Recipes from New York City's Favorite Neighborhood Restaurant,"Jimmy Bradley, Andrew Friedman, David Sawyer",3.94,16,3,256,2006,/work/shelves/104452,
108389,Why Paint Cats: The Ethics of Feline Aesthetics,"Burton Silver, Heather Busch",4.20,237,22,144,2002,/work/shelves/19232778,
108387,A Dictionary of Angels: Including the Fallen Angels,Gustav Davidson,4.13,1306,64,416,1967,/work/shelves/104447,
108394,The Cat in the Hat Comes Back,"Dr. Seuss, Kelsey Grammer",3.85,27972,661,64,1958,/work/shelves/2244771,The Cat in the Hat
108397,507 Mechanical Movements: Mechanisms and Devices,Henry T. Brown,3.99,480,15,96,1984,/work/shelves/104457,
108398,Anatomy of Movement Exercises,"Blandine Calais-Germain, Andree Lamotte, Stephen Anderson, Nicole Commarmond",4.14,63,0,282,1996,/work/shelves/104458,
108400,"Poor People's Movements: Why They Succeed, How They Fail","Frances Fox Piven, Richard A. Cloward",4.10,402,35,408,1977,/work/shelves/104460,
108401,A Movement of Movements: Is Another World Really Possible?,"Tom Mertes, Walden Bello, José Bové",3.44,32,2,288,2004,/work/shelves/104461,
108399,"Debating the Civil Rights Movement, 1945-1968",Steven F. Lawson,3.73,102,8,227,1998,/work/shelves/438363,
108404,"Crimes Against Logic: Exposing the Bogus Arguments of Politicians, Priests, Journalists, and Other Serial Offenders",Jamie Whyte,3.70,1412,128,176,2004,/work/shelves/104464,
108407,Sense and Nonsense about Crime and Drugs: A Policy Guide,Samuel E. Walker,3.79,106,2,333,1988,/work/shelves/104467,
108403,Biomechanical Basis of Human Movement with Motion Analysis Software,"Joseph Hamill, Kathleen M. Knutzen",3.97,36,1,575,2003,/work/shelves/104463,
108406,"Never Leave Me: A True Story of Marriage, Deception, and Brutal Murder",John Glatt,3.61,167,11,339,2006,/work/shelves/104466,
108410,Independence In The Prosecution Of Offenses In The Canadian Forces: Military Policing And Prosecutorial Discretion:  A Study,James W. O'Reilly,0.00,0,0,125,1997,,
108405,Witch: The True Story of Las Vegas' Most Notorious Female Killer,Glenn Puit,3.61,487,65,352,2005,/work/shelves/104465,
108409,"A Catalogue of Crime: Being a Reader's Guide to the Literature of Mystery, Detection, and Related Genres","Jacques Barzun, Wendell Hertig Taylor",4.28,25,4,952,1971,/work/shelves/104469,
108411,Coping with Overloaded Criminal Justice Systems: The Rise of Prosecutorial Power Across Europe,"Jörg-Martin Jehle, Marianne Wade",0.00,0,0,333,2006,,
108402,Power in Movement: Social Movements and Contentious Politics,Sidney Tarrow,3.68,236,20,290,1994,/work/shelves/104462,Cambridge Studies in Comparative Politics
108408,Crimes of the Heart,Beth Henley,3.81,6633,116,106,1982,/work/shelves/104468,
108412,Prosecutorial Ethics,"R. Michael Cassidy, Michael Cassidy",4.00,4,0,173,2005,,
108413,"Prosecutorial Misconduct: Law, Procedure, Forms","Joseph F. Lawless, Cyril Wecht, Stanley E. Preiser, Monty L. Preiser",0.00,0,0,780,1985,,
108414,"Race, Crime, and the Law",Randall Kennedy,3.98,108,9,560,1997,/work/shelves/104474,
108415,"Yo! Liberals! You Call This Progress? Crime, Race, Sex, Faith, Law and the Culture War",Karl Spence,1.00,1,1,320,2006,,
108417,"Law Enforcement, Race, and Reconciliation in Washington State: The Hope and Promise of One State's Efforts to Seek Justice and Promote Trust",National Research Council,0.00,0,0,22,2003,,
108419,"Race and Crime (Patterson Smith Reprint Series in Criminology, Law Enforcement, and Social Problems, No. 34)","Willem Adriaan Bonger, Margaret M. Hordyk",4.00,1,0,130,1969,,
108416,"Immigration and Crime: Ethnicity, Race, and Violence","Ramiro Martinez Jr., Abel Valenzuela Jr.",3.83,6,2,238,2006,,
108418,"The Many Colors of Crime: Inequalities of Race, Ethnicity, and Crime in America","Ruth D. Peterson, Lauren J. Krivo",4.00,6,0,430,2006,,
108421,Race Against Evil: The Secret Missions of the Interpol Agent Who Tracked the World's Most Sinister Criminals — A Real-life Drama,David Race Bannon,3.76,38,6,320,2006,,
108425,Race and Ethnicity in the United States,Richard T. Schaefer,3.52,52,2,240,1995,/work/shelves/104485,
108420,"Malign Neglect: Race, Crime, and Punishment in America",Michael Tonry,3.78,32,1,256,1995,/work/shelves/104480,
108426,Race and Ethnic Relations: American and Global Perspectives,Martin N. Marger,3.70,69,8,638,1984,/work/shelves/104486,
108427,The Prison Angel: Mother Antonia's Journey from Beverly Hills to a Life of Service in a Mexican Jail,"Mary C. Jordan, Kevin Sullivan",4.16,483,97,272,2005,/work/shelves/104487,
108428,Are Prisons Obsolete?,Angela Y. Davis,4.54,10958,1146,128,2003,/work/shelves/104488,
108424,Debating Race: with Michael Eric Dyson,Michael Eric Dyson,4.07,196,23,432,2007,/work/shelves/104484,
108423,Is There Really a Human Race?,"Jamie Lee Curtis, Laura Cornell",4.16,1134,192,40,2006,/work/shelves/104483,
108430,How to Do Good After Prison: A Handbook for Sucessful Reentry,"Michael B. Jackson, Ron Kenner",4.07,15,1,164,2001,,
108422,"The Race Beat: The Press, the Civil Rights Struggle, and the Awakening of a Nation","Gene Roberts, Hank Klibanoff",4.21,1458,135,528,2006,/work/shelves/104482,
108432,Life in Prison,"Stanley Tookie Williams, Barbara Cottman Becnel, Barbara Cottman",3.91,695,171,80,1998,/work/shelves/104492,
108429,Prison to Praise,"Merlin R. Carothers, Merlin R. Carrothers",4.16,747,94,252,1970,/work/shelves/812335,
108435,Prison Writings: My Life Is My Sun Dance,"Leonard Peltier, Harvey Arden, Arvol Looking Horse, Ramsey Clark",4.19,1864,118,272,1999,/work/shelves/104495,
108437,The Punishment of Virtue: Inside Afghanistan After the Taliban,Sarah Chayes,3.90,690,74,386,2006,/work/shelves/104497,
108440,Punishment and Modern Society: A Study in Social Theory,David W. Garland,4.00,78,3,320,1990,/work/shelves/104500,
108439,"Discipline Without Stress, Punishments or Rewards",Marvin Marshall,4.11,165,30,299,2001,/work/shelves/104499,
108431,"The Rich Get Richer and the Poor Get Prison: Ideology, Class, and Criminal Justice",Jeffrey Reiman,3.91,426,40,263,1979,/work/shelves/104491,
108433,"The Rich Get Richer and the Poor Get Prison: Ideology, Class, and Criminal Justice",Jeffrey H. Reiman,3.91,426,40,232,1979,/work/shelves/104491,
