BookID,Title,Author,Rating,Number of raters,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series
519526,Pike Place Market: 100 Years: Celebrating America's Favorite Farmer's Market,"The Pike Place Market Preservation and Development Authority, Pike Place Market Pda, Pike Place Market Preservation and Devel",3.00,6,2,144,January 23rd 2007,Paperback,English,,
519528,Northern Pike: A Complete Guide to Pike and Pike Fishing,Will Ryan,3.20,10,2,208,June 1st 2000,Paperback,English,,
519521,Tsunami,L. Timmel Duchamp,4.00,32,4,514,January 1st 2007,Paperback,English,/work/shelves/507430,Marq’ssan Cycle
519530,The Haunting of Bishop Pike: A Christian View of the Other Side,Merrill F. Unger,4.67,3,1,115,April 1st 1971,Hardcover,English,,
519531,Free to Speak: Overcoming Spasmodic Dysphonia: A Non-Drug Holistic Rehabilitation Model,Connie M. Pike,2.00,1,0,86,July 1st 2005,Paperback,English,,
519535,Railroads of the Pike's Peak Region:: 1900-1930,Allan C. Lewis,4.67,3,0,128,2006,Paperback,English,,
519529,A Passionate Pilgrim: A Biography of Bishop James A. Pike,David M. Robertson,4.00,9,3,304,2004,Paperback,English,/work/shelves/1626002,
519524,The Bluest Eye,Toni Morrison,4.07,183460,9978,224,June 1st 1970,Paperback,English,/work/shelves/1987778,
519536,Harry Potter. Magisches Tagebuch. Ausgabe Grün,J.K. Rowling,3.84,50,1,,April 1st 2001,Paperback,German,,
519534,Albert Pike: The Man Behind the Monument,Jim Tresner,3.90,10,2,254,October 18th 1995,Hardcover,English,,
519538,Reweaving the Fabric: How Congregations and Communities Can Come Together to Build Their Neighborhoods,Ron Nored,5.00,1,0,160,January 1st 1999,Paperback,English,,
519532,Creatures of Forever,Christopher Pike,3.93,2994,88,181,September 1st 1996,Hardcover,English,/work/shelves/133009,The Last Vampire
519539,Come Together: America Salutes the Beatles,C. Bolling,0.00,0,0,64,April 1995,Paperback,English,,
519540,Come Together and Worship,"Michael W.  Smith, Third Day, Max Lucado",4.29,7,0,64,November 11th 2003,Hardcover,English,,
519537,Come Together,"Josie Lloyd, Emlyn Rees",3.61,2538,115,303,1999,Paperback,English,/work/shelves/1242322,Jack & Amy
519542,My Sun Rises Over India,"Caroline Rebecca Block, Caroline",0.00,0,0,240,2004,Paperback,English,,
519543,Seasons of the Heart,Charles Wysocki,4.50,14,1,63,October 1st 1997,Hardcover,English,,
519544,The Seasons of a Heart,Constance O. Irvin,3.13,16,2,156,May 14th 2005,Paperback,English,/work/shelves/507453,
519541,The Creepy Creature,Christopher Pike,3.83,119,0,128,July 15th 1998,Paperback,English,/work/shelves/2769185,Spooksville
519547,Quilts for Summer Days,Jan Patek,5.00,1,0,159,November 1st 1993,Paperback,English,,
519549,Seasons of the Heart: A Celebration of Love Between Mothers and Daughters,"Ginny Hobson, Glynda Turley",4.20,5,0,96,March 1st 1998,Hardcover,English,,
519545,Fall Into Darkness,Christopher Pike,3.75,3244,127,,January 15th 1990,Audio Cassette,English,/work/shelves/2774916,
519554,Seasons of the Heart,Alan Spence,3.88,17,2,160,2000,Paperback,English,/work/shelves/507463,
519546,Creatures of Forever,Christopher Pike,3.93,2994,88,181,September 1st 1996,Paperback,English,/work/shelves/133009,The Last Vampire
519552,"How Artists See: People: Boy, Girl, Man, Woman",Colleen Carroll,4.00,11,1,12,August 1st 1996,Hardcover,English,/work/shelves/507461,
519550,How Boys See Girls,David Gilmour,3.40,86,8,161,1991,Unknown Binding,English,/work/shelves/1390361,
519551,How Boys See Girls,David Gilmour,3.40,86,8,161,1991,Hardcover,English,/work/shelves/1390361,
519548,Evil Thirst,Christopher Pike,3.98,3291,78,179,July 1st 1996,Paperback,English,/work/shelves/132985,The Last Vampire
519555,Body. Beauty. Boys.: The Truth about Girls and How We See Ourselves,Sarah Bragg,3.50,2,1,206,May 5th 2006,Paperback,English,/work/shelves/507464,
519553,Spring's Gentle Promise,Janette Oke,4.15,3547,110,286,1989,Paperback,English,/work/shelves/2124903,Seasons of the Heart
817418,Once upon a Summer,Janette Oke,4.08,7222,381,203,1981,Paperback,English,/work/shelves/2326197,Seasons of the Heart
519557,Seasons of the Heart,Susan Feldhake,3.50,16,3,200,1986,Paperback,English,/work/shelves/507466,Enduring Faith
519560,Seasons Of The Heart,Alexandra Thorne,3.40,5,0,408,1996,Paperback,English,,
519561,Inner Verses: Seasons of the Heart,Raaj Chandran,0.00,0,0,108,2004,Paperback,English,,
519562,Seasons of the Heart,Celeste Giovannetti,0.00,0,0,72,February 1st 2005,Paperback,English,,
519558,Creature in the Teacher,Christopher Pike,3.60,231,7,144,1996,Paperback,English,/work/shelves/507467,Spooksville
519564,Sun Rises in the North,Debjani Chatterjee,0.00,0,0,72,1991,Paperback,,,
519565,Will the Sun Rise Tomorrow?: A Novel of the Vietnam War,James H. Smith,3.50,2,0,135,January 1st 1990,Hardcover,English,,
519563,The Dark Sun Rises,Denise Williamson,3.89,61,13,0,January 1999,Audio Cassette,,/work/shelves/37511,
519568,We Saw the Sun Rise Twice: It's Always Too Soon to Quit,Leona Amacher Reese,0.00,0,0,416,November 1st 2004,Paperback,English,,
519569,Seasons of the Heart: A Windspun Collection,Anonymous,0.00,0,0,56,2005,Paperback,English,,
519570,Seasons Of The Heart: A Caregiver's Love Story,Louisa J. Le Grande,0.00,0,0,96,October 21st 2004,Paperback,,,
519574,Seasons of the Heart,Stephanie C. Oda,5.00,1,0,96,June 1984,Hardcover,English,,
519573,Seasons of the Heart: Perennial Wisdom on Moving Through the Cycles of Our Relationships,Hazelden Foundation,4.50,2,1,102,1993,Hardcover,English,,
519575,Should the Sun Rise Tomorrow,"Jebolden, Jebolden",0.00,0,0,362,May 29th 2002,Paperback,English,,
519576,Seasons of the Heart,Harriet Barrett,0.00,0,0,164,2004,Paperback,English,,
519577,Seasons of the Heart,Jackie Calhoun,3.32,19,0,357,May 1997,Paperback,English,/work/shelves/507486,
519578,Season of the Heart,Ann Hammond,0.00,0,0,222,January 1st 1991,Paperback,English,,
519579,John Denver - Seasons of the Heart (Piano - Vocal),Milton Okun,0.00,0,0,66,January 1st 1982,Paperback,English,,
519580,Seasons of the Heart,Sandy Denise Wilkins,0.00,0,0,60,February 20th 2006,Paperback,English,,
519584,Rocky Mountain Widow,Jillian Hart,3.99,94,2,296,July 26th 2005,Paperback,English,/work/shelves/507493,Bluebonnet Bride
519583,Montana Man,Jillian Hart,4.00,62,4,304,October 25th 2000,Paperback,English,/work/shelves/507492,
519585,A Love Worth Waiting For,Jillian Hart,3.98,102,10,256,February 21st 2003,Paperback,English,/work/shelves/507494,
519589,Sweet Blessings,Jillian Hart,4.05,172,15,256,March 29th 2005,Paperback,English,/work/shelves/507498,The McKaslin Clan: Series 2
519586,Night Hawk's Bride,Jillian Hart,3.75,53,3,304,April 1st 2001,Mass Market Paperback,English,/work/shelves/507495,Return to Tyler
519590,A Handful of Heaven,Jillian Hart,3.92,274,20,,January 31st 2006,Paperback,English,/work/shelves/507499,The McKaslin Clan: Series 2
519592,The Horseman,Jillian Hart,3.86,133,15,304,2004,Paperback,English,/work/shelves/2228611,Bluebonnet Bride
519582,Jane Eyre,Charlotte Brontë,4.13,1683065,44274,410,October 16th 1847,Paperback,English,/work/shelves/2977639,
519588,A Handful of Heaven,Jillian Hart,3.92,274,20,256,February 1st 2006,Paperback,English,/work/shelves/507499,The McKaslin Clan: Series 2
519593,Bluebonnet Bride,Jillian Hart,3.63,80,6,304,October 25th 2001,Paperback,English,/work/shelves/507502,Bluebonnet Bride
519587,High Plains Wife,Jillian Hart,3.68,223,24,304,July 25th 2003,Paperback,English,/work/shelves/507496,Bluebonnet Bride
519598,For the Twins' Sake,Jillian Hart,3.94,226,22,250,June 28th 2005,Paperback,English,/work/shelves/507507,Tiny Blessings
519591,Montana Wife,Jillian Hart,4.02,122,9,296,November 24th 2004,Paperback,English,/work/shelves/507500,Bluebonnet Bride
3031364,Montana Legend,Jillian Hart,3.92,90,9,298,August 23rd 2002,Paperback,English,/work/shelves/3061959,Bluebonnet Bride
519597,Heaven Knows,Jillian Hart,4.00,90,6,252,May 23rd 2003,Paperback,English,/work/shelves/507506,
519596,Almost Heaven,Jillian Hart,4.15,195,11,256,June 24th 2004,Paperback,English,/work/shelves/507505,The McKaslin Clan: Series 1
519594,A McKaslin Homecoming,Jillian Hart,3.93,786,94,310,June 26th 2007,Paperback,English,/work/shelves/1122384,The McKaslin Clan: Series 3
519601,Heaven's Touch,Jillian Hart,3.94,228,20,256,August 30th 2005,Paperback,English,/work/shelves/507510,The McKaslin Clan: Series 2
519599,Holiday Homecoming,Jillian Hart,3.91,231,18,252,September 24th 2004,Paperback,English,/work/shelves/507508,The McKaslin Clan: Series 1
519600,Heart and Soul / Almost Heaven,Jillian Hart,4.29,17,3,506,May 8th 2007,Paperback,English,/work/shelves/507509,
519603,Everyday Blessings,Jillian Hart,4.18,219,15,249,May 29th 2007,Paperback,English,/work/shelves/507512,The McKaslin Clan: Series 3
519602,A Soldier for Christmas,Jillian Hart,4.08,344,28,,September 26th 2006,Paperback,English,/work/shelves/507511,The McKaslin Clan: Series 3
519606,Blessed Vows,Jillian Hart,3.85,184,16,244,November 29th 2005,Paperback,English,/work/shelves/507515,The McKaslin Clan: Series 2
519604,Heaven Sent,Jillian Hart,3.91,64,7,250,June 22nd 2001,Paperback,English,/work/shelves/507513,
519605,Every Kind of Heaven,Jillian Hart,4.16,197,14,,February 27th 2007,Paperback,English,/work/shelves/507514,The McKaslin Clan: Series 3
519607,The Sweetest Gift,Jillian Hart,4.04,249,26,256,February 23rd 2004,Paperback,English,/work/shelves/507516,The McKaslin Clan: Series 1
519612,The Howling Ghost,Christopher Pike,3.77,582,29,116,November 1st 1995,Paperback,English,/work/shelves/526037,Spooksville
519608,The Gemini Contenders,Robert Ludlum,3.91,12987,144,432,January 1st 1976,Mass Market Paperback,English,/work/shelves/1020651,
519609,Sati,Christopher Pike,3.84,2960,153,281,1991,Paperback,German,/work/shelves/1499371,
519611,Phone Fear,Christopher Pike,3.92,145,3,128,November 1st 1998,Paperback,English,/work/shelves/507520,Spooksville
519610,Sati,Christopher Pike,3.84,2960,153,217,1991,Hardcover,English,/work/shelves/1499371,
519613,Invasion of the No-Ones,Christopher Pike,3.77,184,6,144,January 8th 1996,Paperback,English,/work/shelves/3245584,Spooksville
519614,The Wishing Stone,Christopher Pike,3.75,357,8,118,January 1st 1996,Paperback,English,/work/shelves/507523,Spooksville
519615,The Wicked Cat,Christopher Pike,3.84,304,5,115,January 1st 1996,Paperback,English,/work/shelves/335924,Spooksville
519621,The Howling Ghosts/The Haunted Cave/Aliens in the Sky/The Cold People,Christopher Pike,4.22,9,0,160,1996,Boxed Set,English,,
519617,Alptraum im Paradies,Christopher Pike,3.70,5499,152,223,August 1st 1991,Paperback,German,/work/shelves/988822,
519622,Stadt der 1000 Gefahren.,Christopher Pike,0.00,0,0,,May 1st 2002,Paperback,,,
519618,Janes Tagebuch,Christopher Pike,3.52,2372,95,188,June 10th 1988,Paperback,German,/work/shelves/1392258,
771706,The Dark Corner,Christopher Pike,3.82,324,5,128,January 1st 1996,Paperback,English,/work/shelves/757760,Spooksville
519620,The Haunted Cave,Christopher Pike,3.75,526,21,132,1995,Hardcover,English,/work/shelves/133038,Spooksville
519616,The End of the Rainbow,V.C. Andrews,3.85,3476,70,384,February 1st 2001,Paperback,English,/work/shelves/386933,Hudson
519626,Season of the Heart,Clare Barroll,2.50,2,1,298,January 1st 1976,Paperback,English,,
519619,Objektiv des Todes,Christopher Pike,3.64,2744,107,222,April 1st 1991,Paperback,German,/work/shelves/232247,
519625,Season of the Heart,Pat Warren,2.00,2,0,189,January 1988,Paperback,,,
519629,Ozark's seasons of the heart,Marvin A. Matthews,0.00,0,0,288,1998,Unknown Binding,,,
519624,La Venganza De La Bruja,Christopher Pike,3.83,384,14,124,January 1st 1996,,Spanish,/work/shelves/757786,Spooksville
519628,Seasons of the Heart,Kay D. Rizzo,3.39,18,3,96,June 1987,Paperback,English,/work/shelves/507537,
519630,Hiker's Guide High Sierra Tuolumne Mead,"Jeffrey P. Schaffer, Thomas Winnett",3.67,3,1,122,August 1970,Paperback,English,/work/shelves/507539,High Sierra Hiking Guide
519632,Seasons of the Heart,Ramona Stewart,0.00,0,0,304,1978,Hardcover,,,
519627,A Season for the Heart,Elizabeth Chater,3.54,149,24,224,1982,Paperback,English,/work/shelves/507536,
519631,"Backpacking for Fun: A Beginner's How-To-Do-It, with Special Suggestions for Families",Thomas Winnett,0.00,0,0,131,January 1st 1972,Hardcover,English,,
519635,Seasons of the Heart,Judy Miller,0.00,0,0,126,1984,Hardcover,English,,
519636,Seasons of the Heart,Marilyn Cunningham,2.50,2,1,352,November 1992,Mass Market Paperback,English,,
519634,Seasons of the Heart,Susan Feldhake,3.50,16,3,224,1986,Paperback,,/work/shelves/507466,Enduring Faith
519638,"The Commander (Reid Brothers' Trilogy, #3)",Kate Bridges,3.76,55,4,296,July 1st 2006,Mass Market Paperback,English,/work/shelves/507547,Reid Brothers' Trilogy
519633,The Winds of Autumn,Janette Oke,4.09,3580,122,,1987,Audio Cassette,,/work/shelves/1047600,Seasons of the Heart
519637,The Bachelor,Kate Bridges,3.81,52,3,304,February 22nd 2005,Paperback,English,/work/shelves/507546,Reid Brothers' Trilogy
519640,Klondike Wedding,Kate Bridges,3.71,75,12,299,2007,Paperback,English,/work/shelves/507549,Klondike Gold Rush
519641,Luke's Runaway Bride,Kate Bridges,3.62,50,2,304,2002,Paperback,English,/work/shelves/507550,
519642,The Doctor's Homecoming (Harlequin Historical),Kate Bridges,3.78,37,2,304,2002,Paperback,English,/work/shelves/507551,
519639,The Surgeon,Kate Bridges,3.63,148,11,304,2003,Paperback,English,/work/shelves/507548,Canadian Mounties
519639,The Surgeon,Kate Bridges,3.63,148,11,304,2003,Paperback,English,/work/shelves/507548,Canadian Mounties
519644,The Engagement,Kate Bridges,3.45,76,10,296,2004,Paperback,English,/work/shelves/507553,Canadian Mounties
519646,Klondike Doctor,Kate Bridges,3.88,69,9,304,May 1st 2007,Paperback,English,/work/shelves/507555,Klondike Gold Rush
519645,The Midwife's Secret,Kate Bridges,3.82,56,3,298,January 24th 2003,Paperback,English,/work/shelves/507554,
519649,A Stone Bridge North,Kate Maloy,3.72,32,5,328,2002,Paperback,English,,
519643,The Proposition,Kate Bridges,3.76,55,4,,September 1st 2004,,,/work/shelves/934269,Reid Brothers' Trilogy
519648,Frontier Christmas,"Ana Leigh, Carolyn Davidson, Kate Bridges",3.57,65,10,377,October 24th 2003,Paperback,English,/work/shelves/507557,Canadian Mounties
519653,Steel Ashes,Karen Rose Cercone,3.85,54,12,272,June 1st 1997,Paperback,English,/work/shelves/507561,
519650,A Season Of The Heart: Rocky Mountain Christmas / The Christmas Gifts / The Christmas Charm,"Jillian Hart, Kate Bridges, Mary Burton",3.73,85,13,299,September 20th 2005,Paperback,English,/work/shelves/507559,Canadian Mounties
519656,Freezer Friendly Meals,Holly Clegg,3.92,25,3,304,November 27th 2006,Hardcover,English,/work/shelves/507564,
519651,"The Tale of Despereaux: Being the Story of a Mouse, a Princess, Some Soup, and a Spool of Thread",Kate DiCamillo,4.04,169328,10241,247,August 25th 2003,Hardcover,English,/work/shelves/1508178,
519657,Remembering Buddy: The Definitive Biography Of Buddy Holly,"John Goldrosen, John Beecher",4.06,50,8,212,October 1st 1987,Paperback,English,/work/shelves/507565,
519654,Marry In Haste...,Karen Rose Smith,3.80,54,1,256,November 1st 1999,Paperback,English,/work/shelves/507562,
130884,I'm Watching You,Karen      Rose,4.30,8726,382,484,October 1st 2004,Paperback,English,/work/shelves/507560,Chicago
519658,Holly Pond Hill: A Child's Book of Easter,"Susan Wheeler, Paul F. Kortepeter",4.40,5,0,22,2002,Board book,English,/work/shelves/507566,
519659,Holly Pond Hill: A Child's Book of Bedtime Prayers,"Susan Wheeler, Paul F. Kortepeter",5.00,2,2,22,January 27th 2005,Board Book,English,,
519663,Hot Spell,"Emma Holly, Lora Leigh, Shiloh Walker, Meljean Brook",4.02,5817,173,333,November 1st 2005,Mass Market Paperback,English,/work/shelves/1703978,The Guardians
519655,Beyond the Dark,"Angela Knight, Emma Holly, Lora Leigh, Diane Whiteside",4.08,6331,220,375,December 1st 2007,Trade Paperback,English,/work/shelves/507563,Tale of the Demon World
519664,The Secret Seduction,Cathy Gillen Thacker,3.73,30,0,256,May 25th 2004,Paperback,English,/work/shelves/507572,The Brides of Holly Springs
519661,"When It Pours, He Reigns: Overcoming Life's Storms",Holly Wagner,4.22,23,1,217,March 10th 2004,Paperback,English,,
519666,Code Four Confidential,George Ascher,0.00,0,0,152,September 1st 2000,Paperback,English,,
519662,Lying With Strangers,"James Grippando, Alyssa Bresnahan",3.73,1783,157,11,May 15th 2007,Audio CD,English,/work/shelves/614107,
519668,Cracking the Networking CODE: Four Steps to Priceless Business Relationships,"Dean Lindsay, Jay Conrad Levinson",3.90,10,0,145,February 1st 2005,Paperback,,/work/shelves/507576,
519667,The Four Codes of Preaching: Rhetorical Strategies,John S. McClure,3.58,12,4,216,January 1st 1991,Paperback,English,,
519671,Verdad o mentira? / Truth or Lie?: Los Cuatro Codigos Para Detectar El Engano / The Four Codes to Detect Deceit (Paidos Divulgacion Autoayuda / Disclosure Self-Help),Marie-france Cyr,3.33,6,1,200,April 28th 2005,Paperback,,,
519670,Four Codes of Preaching Rhetor,John S. McClure,3.58,12,4,201,January 1st 1991,Paperback,English,,
519674,Sleigh Ride to Christmas,Mary Morrissey,0.00,0,0,40,February 1st 2004,Hardcover,,,
519677,"Composition Studies in the New Millennium: Rereading the Past, Rewriting the Future","Lynn Z. Bloom, Donald A. Daiker",3.13,8,0,312,November 3rd 2003,Paperback,English,/work/shelves/507585,
519676,Sleigh Ride and Other Christmas Songs & Carols,Alfred A. Knopf Publishing Company,0.00,0,0,88,1985,Paperback,English,,
519673,A Christmas Sleigh Ride,"Tracey Victoria Bateman, Jill Stengl",3.73,30,5,219,September 1st 2004,Paperback,English,/work/shelves/507581,
519669,Se Lo Que Estas Pensando/ I Know What You're Thinking: Utiliza Los Cuatro Codigos Del Lenguaje Corporal Para Mejorar Tu Vida / Using the Four Codes of Reading People to Improve Your Life,Lillian Glass,3.44,467,52,278,1997,Paperback,Spanish,/work/shelves/546231,
519672,Familiar Christmas,Caroline Burnes,3.90,61,9,249,November 1st 1999,Paperback,English,/work/shelves/507232,Fear Familiar
519678,Retelling / Rereading: The Fate of Storytelling in Modern Times,Karl Kroeber,3.00,4,0,272,1992,Hardcover,English,,
519679,Cole In My Stocking,Jule McBride,3.75,12,2,256,January 1st 1996,Paperback,English,/work/shelves/507587,
519680,Cole in my Stocking,Jule McBride,3.75,12,2,219,1996,Mass Market Paperback,,/work/shelves/507587,
519682,Interview With Josphine Humphreys,Josephine Humphreys,3.50,2,0,58,1989,Audio Cassette,,,
519684,The Man in the White Suit,Nick Drake,3.70,10,0,64,December 1999,Paperback,English,/work/shelves/507592,
519681,The Fireman's Fair,Josephine Humphreys,3.68,240,24,272,1991,Paperback,English,/work/shelves/1006685,
519685,From the Word Go,Nick Drake,4.00,2,1,56,2007,Paperback,English,/work/shelves/507593,
519686,Wise woman: Whisperings of the angels,Judith D. Parr,0.00,0,0,52,1990,Paperback,,,
519683,Deck the Halls with Murder,Valerie Wolzien,3.57,126,6,256,March 1st 1995,Paperback,English,/work/shelves/507591,Josie Pigeon
519691,How She Died,Helen Yglesias,3.00,3,0,0,1973,Paperback,English,,
519688,Fearless,Rafael Yglesias,3.88,235,26,308,April 1st 1993,Paperback,English,/work/shelves/405139,
519689,Only Children,Rafael Yglesias,3.37,46,8,512,1988,Mass Market Paperback,English,/work/shelves/507597,
519690,The Game Player,Rafael Yglesias,3.83,18,2,239,January 1st 1978,Unknown Binding,English,/work/shelves/15189420,
519692,Dr. Nerudas Therapie Gegen Das Böse,Rafael Yglesias,3.84,290,42,,1996,,,/work/shelves/507600,
519687,The Night Before Christmas: A Classic Illustrated Edition,"Clement C. Moore, Cooper Edens",4.37,112917,2280,20,December 23rd 1823,Board Book,English,/work/shelves/3043272,
519694,The Night Before Christmas,"Clement C. Moore, Gyo Fujikawa",4.37,112917,2280,32,December 23rd 1823,Hardcover,English,/work/shelves/3043272,
519695,The Night Before Christmas,"Clement C. Moore, Richard Jesse Watson",4.37,112917,2280,40,December 23rd 1823,Hardcover,English,/work/shelves/3043272,
519696,Pennsylvania Dutch Night Before Christmas Coloring Book,Chet Williamson,4.53,64,11,32,September 21st 2000,Paperback,English,/work/shelves/677373,
519697,A Cat's Night Before Christmas,Henry N. Beard,3.91,23,6,48,October 25th 2005,Hardcover,English,/work/shelves/507605,Pets' Nights Before Christmas
519693,The Night Before Christmas: A Visit from St. Nicholas,"Clement C. Moore, Reginald Bathurst Birch",4.37,112917,2280,56,December 23rd 1823,Hardcover,English,/work/shelves/3043272,
519704,Blue Flame,Jill Shalvis,3.79,1577,94,336,December 7th 2004,Mass Market Paperback,English,/work/shelves/507612,Firefighter
519703,White Heat,Jill Shalvis,3.77,1515,94,321,June 1st 2004,Mass Market Paperback,English,/work/shelves/507611,Firefighter
519699,The Night Before Christmas,Clement C. Moore,4.37,112917,2280,32,December 23rd 1823,Hardcover,English,/work/shelves/3043272,
519698,The Night Before Christmas,"Clement C. Moore, Christian Birmingham",4.37,112917,2280,48,December 23rd 1823,Hardcover,English,/work/shelves/3043272,
519701,Aussie Rules,Jill Shalvis,3.70,1568,93,320,May 30th 2006,Paperback,English,/work/shelves/507609,
519700,Her Sexiest Mistake,Jill Shalvis,3.84,1411,121,314,December 6th 2005,Paperback,English,/work/shelves/507608,
519702,Seeing Red,Jill Shalvis,4.01,1186,91,336,2005,Mass Market Paperback,English,/work/shelves/507610,Firefighter
519705,Yours 2 Keep,"Kay Hooper, Marilyn Pappano, Michelle Martin, Donna Kauffman, Jill Shalvis",3.41,178,5,307,October 5th 1999,Paperback,English,/work/shelves/507613,Bethlehem
519710,Photovoltaic Conversion of Concentrated Sunlight,V.M. Andreev,0.00,0,0,308,October 1997,Hardcover,English,,
519706,Out of This World,Jill Shalvis,3.13,998,111,298,January 1st 2006,Paperback,English,/work/shelves/507614,
519709,Sunlight,Zane R. Kime,4.00,13,0,315,January 1980,Paperback,English,,
519707,Passionate Protectors: Trapped! / Buried! / Stranded!,"Lori Foster, Jill Shalvis, Donna Kauffman",3.87,1290,33,379,May 1st 2003,Paperback,English,/work/shelves/499571,Men of Courage
519711,Photosynthesis: Changing Sunlight Into Food,Bobbie Kalman,3.50,6,0,32,March 15th 2005,Paperback,English,/work/shelves/507619,
519708,Get a Clue,Jill Shalvis,3.67,4252,340,256,2005,Paperback,English,/work/shelves/507616,
519718,Caroline's Secret,Carol Lynch Williams,3.88,8,0,86,October 1st 1997,Paperback,,,Latter-Day Daughters
519714,Kelly and Me,Carol Lynch Williams,3.89,28,4,128,1993,Paperback,English,,Leah Orton
519713,A Mother to Embarrass Me,Carol Lynch Williams,3.56,101,16,144,2002,Paperback,English,/work/shelves/507621,
519716,Walk to Hope: In the Time of Joseph Smith,Carol Lynch Williams,4.67,3,0,125,October 10th 2004,Paperback,English,,In the Times of the Prophets
519712,"In Sunlight, in a Beautiful Garden",Kathleen Cambor,3.66,776,145,272,2001,Paperback,English,/work/shelves/507620,
519715,Carolina Autumn,Carol Lynch Williams,3.80,80,8,160,September 12th 2000,Mass Market Paperback,English,/work/shelves/1140086,
519717,Catherine's Remembrance,Carol Lynch Williams,3.88,17,2,88,1996,Unknown Binding,English,/work/shelves/507625,Latter-Day Daughters
519719,Sarah's Quest,Carol Lynch Williams,4.33,9,0,71,1995,Paperback,,,Latter-Day Daughters
519722,Free Fall,Jill Shalvis,3.68,234,15,224,January 1st 2005,Mass Market Paperback,English,/work/shelves/507630,Stone/White
519720,Marciea's Melody,Carol Lynch Williams,4.00,12,2,74,January 1st 1996,Unknown Binding,English,,Latter-Day Daughters
519721,Esther's Celebration,Carol Lynch Williams,3.92,13,1,71,1996,Paperback,English,,Latter-Day Daughters
519723,Seduce Me,Jill Shalvis,3.87,399,23,218,January 1st 2004,Paperback,English,/work/shelves/507631,
519725,Aftershock,Jill Shalvis,3.60,1600,93,224,August 24th 2001,Mass Market Paperback,English,/work/shelves/507633,
519726,Charmed and Dangerous,Jill Shalvis,3.83,23,0,212,May 1997,Mass Market Paperback,English,/work/shelves/507634,
519724,Messing with Mac,Jill Shalvis,3.80,462,22,224,February 21st 2003,Mass Market Paperback,English,/work/shelves/507632,South Village Singles
519731,"Tell Me No Lies (Loveswept, No. 845)",Jill Shalvis,3.55,20,0,240,1997,Paperback,English,,
519729,Trade Secrets,"Jill Shalvis, C.J. Carmichael",3.44,27,1,512,August 25th 2003,Paperback,English,,Cooper's Corner
519730,The Street Where She Lives,Jill Shalvis,3.64,411,20,304,2003,Mass Market Paperback,English,/work/shelves/507638,South Village Singles
519728,Her Perfect Stranger,Jill Shalvis,3.53,606,38,224,April 24th 2002,Paperback,English,/work/shelves/507636,
519727,Shadow Hawk,Jill Shalvis,3.79,694,38,243,2007,Paperback,English,/work/shelves/507635,
519732,"Kiss Me, Katie! / Hug Me, Holly! (Harlequin Duets, #42)",Jill Shalvis,3.68,330,17,384,December 1st 2000,Paperback,English,/work/shelves/507640,
519736,Tangling with Ty,Jill Shalvis,3.69,629,43,224,January 24th 2003,Mass Market Paperback,English,/work/shelves/507644,South Village Singles
519734,Naughty But Nice,Jill Shalvis,3.81,496,23,256,November 1st 2002,Mass Market Paperback,English,/work/shelves/507642,Bare Essentials
519740,Hero For Hire,Jill Shalvis,3.18,93,8,256,December 25th 2003,Mass Market Paperback,English,/work/shelves/1177495,"Trueblood, Texas"
519733,Strong and Sexy,Jill Shalvis,4.02,2548,121,271,January 1st 2007,Paperback,English,/work/shelves/507641,Sky High Air
519738,Lean On Me (Loveswept #912),Jill Shalvis,3.56,25,0,240,1998,Mass Market Paperback,English,/work/shelves/507646,
519735,The Harder They Fall,Jill Shalvis,3.64,485,46,152,1998,Paperback,English,/work/shelves/3673104,
519739,For the Love of Nick,Jill Shalvis,3.52,154,5,224,2002,Paperback,English,/work/shelves/507647,Cooper's Corner Prequel
519743,The Trouble with Paradise,Jill Shalvis,3.73,1544,148,295,October 1st 2007,Paperback,English,/work/shelves/507651,
519737,In Name Only,"Jill Shalvis, Day Leclaire",3.34,495,40,384,February 1st 2000,Paperback,English,/work/shelves/1527407,
519744,Lover Come Back,Jill Shalvis,3.44,18,0,240,1998,Mass Market Paperback,English,/work/shelves/507652,Rebels With a Cause
519742,"A Royal Mess / Her Knight to Remember (Harlequin Duets, #85)",Jill Shalvis,3.57,277,16,384,2002,Paperback,English,/work/shelves/507650,
519748,The Robin Hood Handbook,William (Bill) Charles Kaysing,4.00,4,0,276,January 1st 1974,Paperback,,,
519747,Robin Hood/the Sheriff Speaks: A Classic Tale : 2 Books in 1 (Point of View),Alvin Granowsky,4.50,2,1,48,June 1993,Paperback,,,
519745,Robin Hood.,Rosemary Sutcliff,4.00,229,16,237,1950,Hardcover,,/work/shelves/2560018,
519741,Roughing It With Ryan,Jill Shalvis,3.65,599,38,224,December 25th 2002,Paperback,English,/work/shelves/507649,South Village Singles
519746,Serving Up Trouble,Jill Shalvis,3.79,483,29,256,November 22nd 2002,Paperback,,/work/shelves/507654,
519752,A Prince of a Guy,Jill Shalvis,3.52,229,11,224,January 1st 2001,Paperback,English,/work/shelves/507660,Red Hot Royals
519751,Robin Hood Cookbook: Historical Notes by Elizabeth Driver,Elizabeth Driver,4.50,6,1,88,2003,Paperback,English,/work/shelves/507659,
519749,Robin Hood's Best Shot,Ian Whybrow,3.71,7,2,64,July 6th 2006,Paperback,English,,Books For Boys
